incident_id,category,event_count,threat_level,rank_1,rank_2,rank_3,rank_4,gpt_4o_score,gpt_4o_mini_score,qwen25_score,qwen25_3b_score,gpt_4o_position,gpt_4o_mini_position,qwen25_position,qwen25_3b_position
48f59c7d-d972-4392-881e-4129e785ce70,Malware,1300,15.440000000000007,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,1,7,3,5,4,1,3,2
4a647463-17d0-4895-8c6b-32136102e7e7,Malware,168,15.25,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,8,9,6,4,2,1,3,4
4a8c6879-419a-43a5-bbbb-9116e39db27f,Malware,71,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,6,2,4,1,2,4,3
4a9b999a-339a-47b5-8e04-b7951c4bb4ec,Malware,33,15.350000000000001,Qwen2.5,GPT-4o,GPT-4o-mini,Qwen2.5 3b,6,5,7,4,2,3,1,4
4ad1c0a4-5684-409c-81c1-f2e8a8261830,Malware,32,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,6,5,3,4,1,2,4,3
4b2d7e28-7452-4bf4-8649-a032316b03fb,Malware,33,15.25,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,2,4,2,1,4,3
4c6eb9cd-e714-473c-b8c6-ea00e7de225f,Malware,141,15.0,Qwen2.5 3b,GPT-4o-mini,GPT-4o,Qwen2.5,5,6,3,7,3,2,4,1
4c91e459-be9b-46a0-a656-60dcc1e0fada,Malware,35,15.25,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,5,2,4,1,2,4,3
4d20aaee-a17c-4425-8d5f-8ff36242e8f1,Malware,5962,15.520000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,5,6,1,2,2,1,4,3
4e091634-d156-417f-8780-a2c9b0e3d2d1,Malware,108,15.350000000000001,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,5,5,3,2,1,2,3,4
4e99f27e-1ea8-4488-8d5c-66da6fcd8226,Malware,71,15.350000000000001,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,5,5,2,6,2,3,4,1
4ecb30b1-c49d-448e-9344-5f741395ad59,Malware,24,15.36000000000001,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,8,6,5,3,1,2,3,4
4fc45322-77d4-40f2-a2a4-cafffc31b7b5,Malware,2685,15.240000000000006,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,1,7,3,5,4,1,3,2
509bfc1e-a2b2-4da1-956e-2068b109afb7,Malware,115,15.1,GPT-4o,Qwen2.5 3b,GPT-4o-mini,Qwen2.5,9,6,4,7,1,3,4,2
50b80b6b-017c-482a-864b-c4f4aacb8404,Malware,32,15.0,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,6,5,2,7,2,3,4,1
51a8f1ac-d770-4280-af5a-b3cfec1c3a3d,Malware,33,15.0,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,6,7,3,2,2,1,3,4
52689fd1-8ffe-4ce3-b96f-d69892737a98,Malware,114,15.350000000000001,Qwen2.5 3b,GPT-4o-mini,GPT-4o,Qwen2.5,3,4,2,5,3,2,4,1
52ba4891-e5d0-4f18-8670-6ca03a4ceb8e,Malware,982,15.100000000000001,Qwen2.5 3b,GPT-4o-mini,Qwen2.5,GPT-4o,1,5,3,8,4,2,3,1
546b73c7-71dd-48da-80e5-1d20cc96cc74,Malware,3612,15.400000000000006,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,2,4,2,1,4,3
54c798ba-99b8-430c-b0f1-5352627ca1a6,Malware,136,15.4,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,6,4,2,7,2,3,4,1
54f07359-70ba-426a-8895-38233ebd7da5,Malware,4736,15.080000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,1,3,2,1,4,3
5510eeba-7e15-4b59-9558-d8c56b668695,Malware,97,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,5,6,3,4,2,1,4,3
55255ea5-5fea-4cd8-98a7-fcc19a3697eb,Normal,29,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,9,6,2,4,1,2,4,3
5607229c-55d7-4186-87e9-e836ace00f88,Normal,1028,15.200000000000008,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,3,4,1,2,4,3
56129cb0-e0f9-49d3-93ad-7668c23c61f6,Malware,1388,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,5,7,3,4,2,1,4,3
5635d47d-4410-45d9-87ff-3499f431a8ea,Malware,208,15.080000000000005,Qwen2.5,Qwen2.5 3b,GPT-4o,GPT-4o-mini,4,3,6,5,3,4,1,2
56946ac9-835f-4193-9535-62ae7c6a95e6,Malware,2208,15.280000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,1,4,2,1,4,3
56b85ca7-6c85-49ca-bd30-da193dd93cab,Normal,253,15.300000000000004,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,8,2,5,2,1,4,3
56e5cba6-74cb-4433-a976-9acc94cabb0b,Malware,67,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,5,6,4,2,2,1,3,4
5817faf4-d44e-4383-b29f-a665fe2013f7,Malware,3711,15.160000000000004,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,7,3,4,1,2,4,3
582d27a5-f168-4bad-b54f-bfb15da65c7f,Malware,3937,15.040000000000006,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,2,5,2,1,4,3
5859b5ce-22d3-47dc-904a-5e4041e6ea42,Malware,24,15.36000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,4,2,3,1,2,4,3
590b3b74-35f8-4927-b8a6-4945482c2332,Malware,6439,15.440000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,1,3,2,1,4,3
5925b297-4671-43ef-83c3-7e35aebccdec,Malware,6895,15.360000000000005,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,8,9,4,2,2,1,3,4
597b9de3-835f-4cbc-86d6-e7ad35394ebb,Malware,6845,15.240000000000006,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,2,3,2,1,4,3
5994214f-ac50-4091-af0b-732bd7e6ea87,Malware,5959,15.200000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,2,4,2,1,4,3
5a35e0b5-cbd6-436d-8619-dd7ed66c001c,Malware,31,15.35,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,2,4,1,2,4,3
5a4054e3-b921-4cef-bdbe-8d3f59ab32cf,Malware,1150,15.000000000000004,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,8,3,5,2,1,4,3
5ab9496a-5f93-4be1-bae5-d5d0d7a629c4,Malware,2085,15.480000000000006,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,7,2,4,1,2,4,3
5adf532c-67bf-432b-9cba-5deb612f3730,Malware,3222,15.480000000000006,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,7,2,5,1,2,4,3
5bc1bfce-b55b-4f9f-ad9c-182109a7970d,Malware,24,15.36000000000001,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,2,9,4,7,4,1,3,2
5bf2af58-dbfe-4221-95b6-c9eeee1b30c2,Malware,3314,15.120000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,9,8,3,5,1,2,4,3
5c8a1989-2d62-4831-9738-4bdafedde798,Malware,122,15.1,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,6,5,2,7,2,3,4,1
5cc4663d-520f-4b2c-aa37-b4293f9092d8,Malware,77,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,2,5,1,2,4,3
5d04c820-9ea5-4764-84f6-5a7584f7cbcf,Normal,30,15.0,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,4,5,2,3,2,1,4,3
5d743c03-d285-4e97-a948-989e0214c687,Malware,1634,15.160000000000004,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,2,3,2,1,4,3
5e797747-df90-463e-8519-dbd1581ee712,Malware,110,15.1,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,6,5,3,7,2,3,4,1
5ee8f5a8-f572-46ae-bd25-57932c2c895f,Malware,31,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,3,4,2,1,4,3
5f33efc9-bef5-4bdb-a80d-772a615f4687,Malware,1320,15.760000000000005,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,2,3,1,2,4,3
5f6f48da-8412-4691-a47d-1c8a4e71b2bc,Malware,31,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,2,5,2,1,4,3
60e5ae52-ce74-4065-b939-cc0eb0a3006e,Malware,6352,15.240000000000006,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,9,2,4,2,1,4,3
61080ff2-3696-4dd3-b552-2deb1434e2ec,Malware,90,15.100000000000001,GPT-4o,Qwen2.5 3b,GPT-4o-mini,Qwen2.5,7,5,3,6,1,3,4,2
617235b1-5405-4e15-9e75-f4a7cba9709a,Malware,2597,15.120000000000005,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,8,7,4,3,1,2,3,4
61e1fa2a-e7ba-4658-880c-ae8cc1ff0373,Malware,79,15.100000000000001,GPT-4o-mini,Qwen2.5 3b,GPT-4o,Qwen2.5,4,6,2,5,3,1,4,2
6226ecd1-aed3-4709-894a-c85a22f768fd,Malware,27,15.36000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,6,2,4,1,2,4,3
6248da26-095a-4ee0-aa62-eef700dbeed4,Malware,6125,15.160000000000005,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,6,2,4,1,2,4,3
62c09faa-aa07-433b-9045-84b5c4d2b11e,Malware,104,15.100000000000001,Qwen2.5,Qwen2.5 3b,GPT-4o-mini,GPT-4o,4,5,7,6,4,3,1,2
63c97487-975b-464a-8e38-58f9691e30c3,Malware,3925,15.360000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,2,4,2,1,4,3
64102c71-79ef-41af-be8c-acce966c3b21,Malware,3613,15.000000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,8,2,4,2,1,4,3
647ce38c-273b-4b67-8599-2198b13ddf56,Malware,582,15.720000000000004,GPT-4o-mini,Qwen2.5 3b,GPT-4o,Qwen2.5,6,9,3,8,3,1,4,2
64eeefcc-f90f-4ffb-8371-52198cb736b7,Malware,114,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,3,5,2,1,4,3
656060e0-77a6-4da3-a261-a485df5d8e4f,Malware,89,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,3,4,2,1,4,3
65931926-7be0-45b4-9453-83f9f70e135b,Malware,1516,15.080000000000004,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,2,4,2,1,4,3
65c4fc3f-fc5b-4fe3-93e7-508714a4412d,Malware,73,15.35,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,8,3,5,2,1,4,3
66145fd1-4538-412d-8cb0-970138eb22a2,Malware,24,15.36000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,9,2,4,2,1,4,3
6626c42a-9cbe-4d28-b851-917d4d3dfed7,Malware,87,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,3,4,1,2,4,3
66495e43-4941-420f-8f9f-df915862bc29,Malware,114,15.100000000000001,GPT-4o-mini,Qwen2.5 3b,GPT-4o,Qwen2.5,4,6,2,5,3,1,4,2
66860469-34c1-4a72-a4f7-888528d8918f,Malware,121,15.350000000000001,Qwen2.5,Qwen2.5 3b,GPT-4o-mini,GPT-4o,3,4,7,5,4,3,1,2
66b948e3-0ba6-4531-a5bb-1874bdc6f239,Malware,120,15.1,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,9,7,3,6,1,2,4,3
66cd5e8d-6b7b-41ae-a40c-0ee96940254b,Malware,1211,15.320000000000006,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,7,3,5,1,2,4,3
67327c47-752f-4205-ba11-a446faf4af7b,Malware,107,15.350000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,2,4,2,1,4,3
67d66bf4-8069-4d98-8fa4-21941b3626eb,Malware,2269,15.280000000000006,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,5,7,1,2,2,1,4,3
67d70f8d-8836-4bb6-94de-56e4721525ff,Malware,5267,15.520000000000005,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,GPT-4o,1,6,3,2,4,1,2,3
6836e53e-ec9e-457c-aeaa-ef151c5f2e9e,Malware,94,15.1,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,7,8,5,3,2,1,3,4
68a20083-715f-4c81-ba11-5ba608402028,Malware,612,15.720000000000006,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,2,4,1,2,4,3
68ce29ee-569c-4551-a625-b23b689a104d,Malware,3529,15.360000000000003,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,1,7,3,4,4,1,3,2
697e051a-e6b1-4e9a-b609-6aec8fa59e4f,Malware,75,15.35,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,6,5,3,7,2,3,4,1
69b72ebc-0122-43c8-b973-4cd22a921b10,Malware,127,15.400000000000002,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,2,5,1,2,4,3
6ae60a0e-140f-45ad-8887-3820e9fd49f0,Malware,62,15.25,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,3,4,2,1,4,3
6ba0ec48-64d9-48b0-b086-13068958bf0a,Malware,133,15.15,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,8,6,5,3,1,2,3,4
6baeec40-6264-40ff-9899-c1405c206245,Malware,135,15.25,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,7,4,6,2,1,4,3
6baf0994-a095-4a6f-b978-5ef1f21574af,Malware,4272,15.680000000000007,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,7,8,3,2,2,1,3,4
6bb57c7c-9fac-49fa-8626-b4fb5e78d22d,Malware,116,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,6,7,5,3,2,1,3,4
6bc6152c-50e5-49c1-ba33-94a7af4ed551,Malware,6951,15.280000000000006,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,7,6,2,1,1,2,3,4
6d02d4c7-0b39-49cc-b412-390273467e52,Malware,105,15.650000000000002,Qwen2.5 3b,Qwen2.5,GPT-4o-mini,GPT-4o,1,4,5,7,4,3,2,1
6d8fd038-3ca1-4577-a968-8d90c43ec02a,Malware,32,15.0,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,1,7,4,5,4,1,3,2
6d939c33-9b38-44a1-a4c3-9784db1b3161,Malware,98,15.100000000000001,Qwen2.5 3b,GPT-4o-mini,Qwen2.5,GPT-4o,1,5,3,6,4,2,3,1
6dfaac6c-0a69-42ad-9b0e-a36de76b82a0,Malware,100,15.35,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,3,5,1,2,4,3
6e0ed975-0f9b-4aef-8622-a7e785b8b36a,Malware,67,15.100000000000001,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,5,4,2,7,2,3,4,1
6ea669a4-fcfe-42d4-8107-d7a841eacbe2,Malware,103,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,5,6,2,4,2,1,4,3
6fce0ef6-746f-4fa8-a2c2-c4b83b4d2d14,Malware,69,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,6,5,2,4,1,2,4,3
70394a09-0d77-4d99-b952-c5dcd70613d5,Malware,119,15.350000000000001,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,1,8,5,6,4,1,3,2
7065cf4f-03f5-461a-8fb1-3b7e34812ed3,Malware,5312,15.720000000000006,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,8,1,3,2,1,4,3
70a9c425-a12f-427a-b621-1a4ab89f628d,Malware,103,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,6,5,3,2,1,2,4,3
70fc4ec0-778b-4873-af91-0805e68dfeb0,Malware,137,15.400000000000002,GPT-4o-mini,Qwen2.5 3b,GPT-4o,Qwen2.5,4,7,3,5,3,1,4,2
711ec466-5a6e-4eb2-b337-df52575ca95a,Malware,261,15.000000000000004,Qwen2.5 3b,GPT-4o-mini,Qwen2.5,GPT-4o,1,5,3,6,4,2,3,1
7216abdc-c39b-4805-a20a-97c3782f0825,Malware,80,15.100000000000001,GPT-4o-mini,Qwen2.5 3b,GPT-4o,Qwen2.5,6,7,3,5,3,1,4,2
729c56c0-6547-4e93-97b9-20ce82240273,Malware,130,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,2,3,1,2,4,3
733a6224-0286-4edf-b880-d22e2486d5af,Malware,101,15.350000000000001,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,1,7,4,5,4,1,3,2
74035af8-148d-4574-89a9-10784691739f,Malware,102,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,6,2,5,1,2,4,3
759ce840-4670-41f2-8624-37e3152fd6e4,Malware,94,15.100000000000001,Qwen2.5 3b,GPT-4o-mini,Qwen2.5,GPT-4o,3,5,4,7,4,2,3,1
75bac4c3-77dc-418a-8da3-46e6b8c56953,Malware,106,15.350000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,5,3,4,1,2,4,3
75fdf982-1404-4905-92fe-e21433429b89,Malware,125,15.350000000000001,Qwen2.5 3b,Qwen2.5,GPT-4o-mini,GPT-4o,3,4,5,7,4,3,2,1
77ce3bc8-37bf-4851-98c6-e2d2d76b5415,Malware,118,15.350000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,3,4,1,2,4,3
77eb949c-3d6f-4b69-a90d-013bb1875025,Malware,1942,15.240000000000006,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,6,5,3,2,1,2,3,4
7885be05-ec46-4e48-8759-a6e275ee1a9d,Malware,4781,15.160000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,2,5,2,1,4,3
793a3f26-73b3-49b1-86c3-ac78fb19de70,Normal,58,15.499999999999993,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,6,7,3,2,2,1,3,4
795e8daa-a0d6-48ce-87b5-e0696cbe84bb,Malware,103,15.35,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,1,7,4,5,4,1,3,2
79fb5f38-b296-4179-818d-9adb544eff8d,Malware,110,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,6,7,4,3,2,1,3,4
7a3d75f2-a4f2-4261-82e5-d8a07f0d898d,Malware,6169,15.520000000000007,GPT-4o-mini,Qwen2.5 3b,GPT-4o,Qwen2.5,2,7,1,4,3,1,4,2
7b05da8f-a28c-4d64-b818-d750847c0ff0,Malware,5117,15.360000000000005,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,5,1,3,1,2,4,3
7b7819a9-590c-4964-852f-c623ae28d4c6,Malware,118,15.100000000000001,Qwen2.5 3b,GPT-4o-mini,GPT-4o,Qwen2.5,3,4,2,5,3,2,4,1
7b83e398-6874-4656-8f6a-f201950bc21d,Malware,2996,15.680000000000007,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,8,6,4,2,1,2,3,4
7b8984ed-c03b-4088-8fa1-205a13bb504a,Malware,32,15.100000000000001,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,5,4,2,6,2,3,4,1
7ba035b9-9bd1-4eb1-90d7-43807a65e14b,Malware,103,15.35,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,5,4,2,6,2,3,4,1
7c3269f5-74a3-43b7-85f4-958e41f9844d,Malware,2358,15.200000000000006,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,9,7,2,4,1,2,4,3
7cc8f5a0-5b30-4350-b6a9-5ac9a610af31,Malware,93,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,7,6,4,2,1,2,3,4
7dc0e1ba-b7ae-4013-963d-858bdb61b378,Malware,35,15.1,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,5,7,2,4,2,1,4,3
7e976a37-1b9e-48ee-a9fd-113d1334d8f0,Malware,109,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,3,5,1,2,4,3
7eab1c37-40a5-42bb-878c-9c07208fc638,Malware,34,15.1,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,2,4,1,2,4,3
7f80b9a3-c669-4426-98c6-b130cfb3b870,Malware,126,15.15,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,1,8,5,7,4,1,3,2
7f98f64c-efba-4729-b9e6-1ba3af4a9a5a,Malware,4994,15.120000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,1,3,2,1,4,3
7fc20ce2-662b-48e5-96fa-4a3a23784d00,Normal,30,15.3,GPT-4o,GPT-4o-mini,Qwen2.5,Qwen2.5 3b,8,7,4,2,1,2,3,4
801cfb89-de29-4741-9788-9720222a1481,Malware,1390,15.0,Qwen2.5 3b,GPT-4o-mini,GPT-4o,Qwen2.5,5,6,3,7,3,2,4,1
8098921e-6481-465f-846c-396bbcfd2016,Malware,27,15.36000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,6,2,4,1,2,4,3
80bd27b2-5c36-4ee8-a2d6-3b293a073d14,Malware,3863,15.500000000000007,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,6,7,2,4,2,1,4,3
8130246a-1c93-482e-a657-2d852a2d66fb,Malware,4952,15.560000000000006,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,4,5,2,3,2,1,4,3
81a7cdcc-42a8-4e61-90fb-434e672cb468,Malware,133,15.35,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,3,6,2,1,4,3
81c1a41d-1af3-4d20-9c27-78f23fe9fc91,Malware,145,15.150000000000002,GPT-4o,Qwen2.5 3b,GPT-4o-mini,Qwen2.5,8,5,2,6,1,3,4,2
81c59ce1-a473-4695-93bb-4bd790be566a,Malware,113,15.100000000000001,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,6,7,4,2,2,1,3,4
828f5568-f938-4e37-9807-1c9bf650d511,Malware,5564,15.520000000000007,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,7,8,4,2,2,1,3,4
82a27bc8-daf8-446a-8acf-7b361bbb3923,Malware,4432,15.000000000000005,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,1,3,1,2,4,3
835337dd-c6da-4315-a51f-3c6ba22f0eff,Malware,3914,15.320000000000006,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,8,6,2,3,1,2,4,3
84350953-88bb-4b66-b216-aa352f348494,Malware,110,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,4,5,1,2,4,3
84362fa0-3bf8-474f-99a3-9e728bc4c9e3,Malware,108,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,6,5,3,4,1,2,4,3
8443da40-31c1-475d-8504-ea06b1f96810,Malware,474,15.480000000000004,GPT-4o-mini,GPT-4o,Qwen2.5,Qwen2.5 3b,6,7,5,3,2,1,3,4
8544f800-d585-46dd-95af-40d5928923c2,Malware,99,15.100000000000001,Qwen2.5,GPT-4o-mini,GPT-4o,Qwen2.5 3b,4,5,7,3,3,2,1,4
8616461f-18e7-4786-9cd9-a77ad48afa67,Malware,133,15.15,Qwen2.5 3b,GPT-4o-mini,GPT-4o,Qwen2.5,5,6,2,7,3,2,4,1
86e298a4-24d8-4c00-8cb5-e815cf99ca92,Malware,94,15.100000000000001,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,5,4,2,7,2,3,4,1
874fee52-861d-4c76-a4f8-847da1627150,Malware,104,15.1,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,4,5,2,3,2,1,4,3
878351ee-8ffc-4bf6-ba68-0cafb6c6fae3,Normal,166,15.200000000000005,Qwen2.5,GPT-4o-mini,GPT-4o,Qwen2.5 3b,3,4,5,2,3,2,1,4
87859fd4-ea74-4cc9-8c77-90702e386054,Malware,39,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,2,5,1,2,4,3
88623784-96e5-41d1-9dd0-dbc6bd3cc3b2,Malware,118,15.100000000000001,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,3,5,1,2,4,3
8a54b8d3-946e-4635-b869-378c62c98c2a,Malware,32,15.350000000000001,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,GPT-4o,1,6,4,5,4,1,3,2
8a6c42de-5708-4a4d-a9e7-228e09727613,Malware,106,15.650000000000002,Qwen2.5 3b,GPT-4o-mini,GPT-4o,Qwen2.5,4,5,2,6,3,2,4,1
8adc7f48-93ee-4e83-8d1b-d5d90ec1f2ac,Malware,5923,15.360000000000005,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,2,3,2,1,4,3
8ba8acbe-9a79-4507-b687-87b85dd8de17,Malware,2214,15.080000000000005,GPT-4o,GPT-4o-mini,Qwen2.5 3b,Qwen2.5,7,6,2,5,1,2,4,3
8bded7cf-0a51-4d08-b35b-610d11630c9d,Malware,107,15.100000000000001,Qwen2.5 3b,GPT-4o,GPT-4o-mini,Qwen2.5,5,4,2,7,2,3,4,1
8c11be3a-7c02-48d2-b411-f74f9e642859,Malware,4385,15.120000000000006,GPT-4o-mini,GPT-4o,Qwen2.5 3b,Qwen2.5,7,8,2,4,2,1,4,3
8ce47029-b7a2-45d0-a148-73fbfed1af73,Malware,91,15.1,Qwen2.5 3b,GPT-4o-mini,GPT-4o,Qwen2.5,4,5,2,7,3,2,4,1
